Date,Open,High,Low,Close,Adj Close,Volume
2020-06-08,85.820000,86.800003,85.669998,86.790001,83.439796,7130500
2020-06-09,85.209999,85.900002,84.300003,85.349998,82.055382,7168900
2020-06-10,85.110001,85.110001,82.529999,83.180000,79.969147,6433900
2020-06-11,79.570000,80.629997,77.730003,77.839996,74.835274,8611900
2020-06-12,80.550003,80.919998,78.440002,80.629997,77.517570,8871700
2020-06-15,78.150002,82.190002,77.980003,81.769997,78.613564,6138600
2020-06-16,84.610001,84.839996,82.019997,83.379997,80.161423,5811700
2020-06-17,83.870003,83.949997,82.160004,82.169998,78.998138,5041500
2020-06-18,81.190002,81.720001,80.820000,81.269997,78.132874,5005900
2020-06-19,82.449997,82.449997,79.680000,80.089996,76.998421,10402000
2020-06-22,79.940002,80.230003,78.680000,80.010002,76.921509,3995500
2020-06-23,80.800003,80.930000,79.440002,79.680000,76.604248,3958100
2020-06-24,78.680000,78.879997,75.660004,77.410004,74.421883,7034900
2020-06-25,76.169998,77.709999,76.029999,77.629997,75.372398,6626000
2020-06-26,77.360001,77.650002,76.050003,76.139999,73.925735,7277100
2020-06-29,76.879997,77.669998,75.839996,77.610001,75.352982,4687100
2020-06-30,77.870003,78.910004,77.379997,78.529999,76.246223,5212200
2020-07-01,78.800003,80.660004,78.599998,80.339996,78.003593,5023700
2020-07-02,81.669998,81.900002,79.750000,80.110001,77.780281,4588100
2020-07-06,81.599998,81.720001,79.940002,80.070000,77.741447,6174300
2020-07-07,79.129997,79.489998,78.379997,78.480003,76.197685,3389200
2020-07-08,78.589996,78.879997,77.660004,78.370003,76.090889,3848100
2020-07-09,78.230003,78.300003,76.650002,77.879997,75.615128,3455900
2020-07-10,77.720001,78.510002,77.559998,78.120003,75.848160,3809900
2020-07-13,78.400002,78.849998,77.000000,77.190002,74.945206,6071800
2020-07-14,77.160004,78.070000,76.940002,77.839996,75.576294,3473900
2020-07-15,79.150002,79.389999,78.050003,78.599998,76.314186,3547200
2020-07-16,78.169998,78.449997,77.360001,77.660004,75.401535,3605400
2020-07-17,77.919998,79.000000,77.470001,78.669998,76.382156,3720500
2020-07-20,78.599998,79.000000,77.459999,77.730003,75.469498,4364100
2020-07-21,78.379997,78.739998,77.709999,77.919998,75.653969,3007200
2020-07-22,77.559998,79.190002,77.360001,79.110001,76.809364,2682400
2020-07-23,78.949997,79.410004,77.809998,78.779999,76.488953,4630900
2020-07-24,78.589996,79.000000,78.070000,78.199997,75.925827,2702200
2020-07-27,78.160004,79.029999,77.230003,78.940002,76.644310,4111800
2020-07-28,78.910004,80.900002,78.739998,80.510002,78.168648,6613300
2020-07-29,80.959999,82.070000,80.820000,82.070000,79.683281,5429600
2020-07-30,81.000000,81.610001,80.470001,81.540001,79.168701,6602700
2020-07-31,81.449997,81.500000,80.120003,81.389999,79.023056,9312300
2020-08-03,81.419998,81.419998,79.879997,80.309998,77.974464,5629700
2020-08-04,80.169998,81.709999,80.129997,81.510002,79.139565,4078000
2020-08-05,81.800003,82.120003,80.699997,81.099998,78.741486,3374500
2020-08-06,80.790001,81.459999,80.709999,81.230003,78.867706,3646500
2020-08-07,80.930000,82.430000,80.800003,82.389999,79.993973,4447800
2020-08-10,82.639999,83.019997,82.160004,82.519997,80.120193,3410000
2020-08-11,83.330002,83.470001,81.019997,81.330002,78.964806,5193800
2020-08-12,81.959999,82.279999,81.639999,82.150002,79.760956,2245300
2020-08-13,81.879997,82.570000,80.930000,81.139999,78.780327,3585400
2020-08-14,80.930000,81.910004,80.839996,81.150002,78.790039,3399300
2020-08-17,81.199997,81.849998,80.830002,81.809998,79.430847,2749900
2020-08-18,81.809998,81.910004,80.919998,81.419998,79.052185,3635300
2020-08-19,81.610001,81.669998,79.839996,79.989998,77.663765,4376200
2020-08-20,79.599998,81.269997,79.379997,80.750000,78.401672,2949900
2020-08-21,80.739998,81.230003,79.889999,80.879997,78.527885,3380700
2020-08-24,81.000000,81.430000,79.919998,81.400002,79.032768,2553700
2020-08-25,81.610001,81.800003,80.830002,81.610001,79.236656,3123500
2020-08-26,81.430000,81.430000,80.370003,80.860001,78.508469,3139800
2020-08-27,81.029999,82.309998,81.010002,82.050003,79.663864,4006700
2020-08-28,82.180000,82.589996,81.339996,82.589996,80.188164,4548700
2020-08-31,82.480003,82.500000,81.440002,81.750000,79.372589,4835100
2020-09-01,81.470001,81.879997,80.879997,81.809998,79.430847,3498500
2020-09-02,81.900002,83.459999,81.239998,83.330002,80.906647,3136500
2020-09-03,83.309998,84.040001,81.699997,82.330002,79.935722,5716500
2020-09-04,82.570000,83.099998,80.529999,81.900002,79.518227,4956900
2020-09-08,81.540001,81.589996,80.320000,80.900002,78.547310,3774000
2020-09-09,81.320000,82.739998,81.239998,81.699997,79.324043,3158300
2020-09-10,81.790001,81.900002,80.620003,80.699997,78.353127,4308700
2020-09-11,80.889999,80.980003,79.510002,80.250000,77.916214,4255400
2020-09-14,80.779999,82.459999,80.680000,82.209999,79.819214,3732000
2020-09-15,82.559998,83.980003,82.500000,83.199997,80.780426,3017500
2020-09-16,83.699997,84.489998,83.290001,83.639999,81.207619,3722400
2020-09-17,82.779999,83.349998,81.480003,82.010002,79.625031,5981400
2020-09-18,81.980003,81.980003,80.019997,80.160004,77.828835,5024200
2020-09-21,79.160004,79.169998,77.320000,77.750000,75.488914,5297300
2020-09-22,77.989998,79.320000,77.830002,78.680000,76.391869,4486400
2020-09-23,78.730003,78.730003,76.209999,76.309998,74.090790,7876400
2020-09-24,76.320000,77.809998,75.949997,76.720001,74.488869,6813300
2020-09-25,75.959999,77.760002,75.720001,77.699997,76.025024,3503300
2020-09-28,78.790001,79.669998,78.699997,79.290001,77.580750,3470900
2020-09-29,79.279999,79.330002,78.080002,78.720001,77.023033,3662900
2020-09-30,79.120003,79.879997,78.150002,78.959999,77.257858,4507100
2020-10-01,79.279999,80.610001,78.930000,80.540001,78.803802,6406300
